sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline
A_mNGS_metaSPAdes+polish	bin3C	bin0032	mNGS_metaSPAdes	mNGS	44.0	0	0	0	97.94	0.32	complete	A_mNGS_metaSPAdes+polish+bin0032	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0034	mNGS_metaSPAdes	mNGS	31.0	0	1	0	71.15	4.64	medium-quality	A_mNGS_metaSPAdes+polish+bin0034	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003480725	GCF_003480725.1	GCF_003480725.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	0	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0036	mNGS_metaSPAdes	mNGS	49.0	1	1	3	100.0	0.11	complete	A_mNGS_metaSPAdes+polish+bin0036	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	GCF_000205025.1	GCF_000205025.1	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0037	mNGS_metaSPAdes	mNGS	49.0	0	1	0	99.37	0.0	complete	A_mNGS_metaSPAdes+polish+bin0037	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	GCF_004346095.1	GCF_004346095.1	48	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0039	mNGS_metaSPAdes	mNGS	44.0	1	2	4	100.0	0.8	complete	A_mNGS_metaSPAdes+polish+bin0039	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0043	mNGS_metaSPAdes	mNGS	6.0	1	1	0	74.84	1.44	medium-quality	A_mNGS_metaSPAdes+polish+bin0043	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCF_000210575.1	GCF_000210575.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0044	mNGS_metaSPAdes	mNGS	38.0	1	1	1	99.52	0.96	complete	A_mNGS_metaSPAdes+polish+bin0044	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter formigenes	GCF_002127965.1	GCF_002127965.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	2	2	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0045	mNGS_metaSPAdes	mNGS	51.0	1	1	1	100.0	0.23	complete	A_mNGS_metaSPAdes+polish+bin0045	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	GCF_001025215.1	GCF_001025215.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	6	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0047	mNGS_metaSPAdes	mNGS	42.0	1	1	0	97.99	1.34	complete	A_mNGS_metaSPAdes+polish+bin0047	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305	GCA_900545305.1	GCA_900545305.1	25	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0048	mNGS_metaSPAdes	mNGS	51.0	1	1	1	100.0	0.81	complete	A_mNGS_metaSPAdes+polish+bin0048	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003458415	GCF_003458415.1	GCF_003458415.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0049	mNGS_metaSPAdes	mNGS	41.0	1	1	3	97.99	0.0	complete	A_mNGS_metaSPAdes+polish+bin0049	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375	GCA_900542375.1	GCA_900542375.1	14	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0050	mNGS_metaSPAdes	mNGS	29.0	0	0	0	68.99	0.63	medium-quality	A_mNGS_metaSPAdes+polish+bin0050	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655	GCA_000435655.1	GCA_000435655.1	22	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0051	mNGS_metaSPAdes	mNGS	30.0	0	0	0	68.01	0.67	medium-quality	A_mNGS_metaSPAdes+polish+bin0051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0052	mNGS_metaSPAdes	mNGS	39.0	0	0	0	100.0	0.0	complete	A_mNGS_metaSPAdes+polish+bin0052	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	GCF_000156175.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	4	5	mNGS_metaSPAdes
A_mNGS_metaSPAdes+polish	bin3C	bin0053	mNGS_metaSPAdes	mNGS	36.0	1	1	3	82.95	0.05	medium-quality	A_mNGS_metaSPAdes+polish+bin0053	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_900099625.1	GCF_900099625.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	4	mNGS_metaSPAdes
A_Nanopore_metaflye+polish	bin3C	bin005	Nanopore_metaflye	Nanopore	82.0	9	9	9	99.37	1.9	complete	A_Nanopore_metaflye+polish+bin005	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	GCF_003473545.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin006	Nanopore_metaflye	Nanopore	57.0	4	4	4	97.58	0.0	complete	A_Nanopore_metaflye+polish+bin006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	GCF_000190535.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	4	4	4	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin008	Nanopore_metaflye	Nanopore	44.0	4	4	4	80.41	7.37	medium-quality	A_Nanopore_metaflye+polish+bin008	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	GCF_002222615.2	GCF_002222615.2	71	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	5	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin009	Nanopore_metaflye	Nanopore	56.0	5	5	5	97.58	1.08	complete	A_Nanopore_metaflye+polish+bin009	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	GCF_000519105.1	GCF_000519105.1	30	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	1	5	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin010	Nanopore_metaflye	Nanopore	83.0	6	6	6	98.52	8.39	medium-quality	A_Nanopore_metaflye+polish+bin010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535	GCF_003435375.1	GCF_003435375.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin011	Nanopore_metaflye	Nanopore	65.0	3	3	0	93.67	5.06	medium-quality	A_Nanopore_metaflye+polish+bin011	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	GCF_001517625.2	GCF_001517625.2	62	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	5	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin014	Nanopore_metaflye	Nanopore	32.0	2	2	2	89.95	0.13	medium-quality	A_Nanopore_metaflye+polish+bin014	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	GCF_000239295.1	36	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin015	Nanopore_metaflye	Nanopore	46.0	2	2	2	85.87	0.24	medium-quality	A_Nanopore_metaflye+polish+bin015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCF_000210575.1	GCF_000210575.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin016	Nanopore_metaflye	Nanopore	33.0	5	5	2	82.53	1.17	medium-quality	A_Nanopore_metaflye+polish+bin016	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	GCF_000155875.1	GCF_000155875.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin017	Nanopore_metaflye	Nanopore	69.0	7	7	7	100.0	0.11	complete	A_Nanopore_metaflye+polish+bin017	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	GCF_000205025.1	GCF_000205025.1	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin018	Nanopore_metaflye	Nanopore	46.0	4	4	4	85.67	2.63	medium-quality	A_Nanopore_metaflye+polish+bin018	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	GCF_001312505.1	GCF_001312505.1	48	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin019	Nanopore_metaflye	Nanopore	47.0	6	6	6	70.13	0.49	medium-quality	A_Nanopore_metaflye+polish+bin019	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans_A	GCF_900683735.1	GCF_900683735.1	57	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	7	7	8	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin020	Nanopore_metaflye	Nanopore	62.0	5	5	5	78.71	0.0	medium-quality	A_Nanopore_metaflye+polish+bin020	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	GCF_000752095.2	GCF_000752095.2	67	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	9	9	9	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin021	Nanopore_metaflye	Nanopore	55.0	5	5	5	75.63	0.63	medium-quality	A_Nanopore_metaflye+polish+bin021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp900538475	GCA_900538475.1	GCA_900538475.1	40	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin022	Nanopore_metaflye	Nanopore	41.0	3	3	3	73.82	0.0	medium-quality	A_Nanopore_metaflye+polish+bin022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	GCF_001405555.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	2	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin025	Nanopore_metaflye	Nanopore	24.0	3	2	2	75.95	0.67	medium-quality	A_Nanopore_metaflye+polish+bin025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin026	Nanopore_metaflye	Nanopore	45.0	4	4	4	55.1	2.04	medium-quality	A_Nanopore_metaflye+polish+bin026	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	GCA_003293635.1	GCA_003293635.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin027	Nanopore_metaflye	Nanopore	45.0	3	3	3	82.66	0.81	medium-quality	A_Nanopore_metaflye+polish+bin027	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003458415	GCF_003458415.1	GCF_003458415.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	Nanopore_metaflye
A_Nanopore_metaflye+polish	bin3C	bin031	Nanopore_metaflye	Nanopore	33.0	4	4	1	68.9	1.79	medium-quality	A_Nanopore_metaflye+polish+bin031	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	GCF_001025215.1	GCF_001025215.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	6	1	Nanopore_metaflye
A_Nanopore_OPERA-MS+polish	bin3C	bin0004	Nanopore_OPERA-MS	mNGS+Nanopore	31.0	0	0	1	90.61	2.87	complete	A_Nanopore_OPERA-MS+polish+bin0004	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	GCA_900552405.1	GCA_900552405.1	15	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	2	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0005	Nanopore_OPERA-MS	mNGS+Nanopore	25.0	0	0	3	84.07	3.13	medium-quality	A_Nanopore_OPERA-MS+polish+bin0005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	GCF_000172175.1	GCF_000172175.1	61	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	4	3	4	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0006	Nanopore_OPERA-MS	mNGS+Nanopore	68.0	5	5	5	99.03	3.61	complete	A_Nanopore_OPERA-MS+polish+bin0006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	GCF_002222615.2	GCF_002222615.2	71	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	5	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0007	Nanopore_OPERA-MS	mNGS+Nanopore	31.0	0	0	0	55.57	2.97	medium-quality	A_Nanopore_OPERA-MS+polish+bin0007	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis	GCF_900243045.1	GCF_900243045.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	0	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0009	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	3	3	0	99.37	3.13	complete	A_Nanopore_OPERA-MS+polish+bin0009	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	GCF_001517625.2	GCF_001517625.2	62	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	5	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0010	Nanopore_OPERA-MS	mNGS+Nanopore	76.0	9	9	9	99.37	1.58	complete	A_Nanopore_OPERA-MS+polish+bin0010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	GCF_003473545.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0011	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	1	1	0	100.0	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0011	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	GCF_000701705.1	GCF_000701705.1	32	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	2	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0012	Nanopore_OPERA-MS	mNGS+Nanopore	56.0	3	3	4	99.46	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0012	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	GCF_000190535.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	4	4	4	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0014	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	5	5	5	99.46	1.88	complete	A_Nanopore_OPERA-MS+polish+bin0014	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	GCF_000519105.1	GCF_000519105.1	30	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	1	5	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0016	Nanopore_OPERA-MS	mNGS+Nanopore	46.0	1	1	1	99.37	0.63	complete	A_Nanopore_OPERA-MS+polish+bin0016	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	GCF_003480145.1	GCF_003480145.1	57	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	2	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0017	Nanopore_OPERA-MS	mNGS+Nanopore	38.0	3	4	1	87.0	9.09	medium-quality	A_Nanopore_OPERA-MS+polish+bin0017	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	GCA_900541315.1	GCA_900541315.1	8	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0019	Nanopore_OPERA-MS	mNGS+Nanopore	63.0	3	3	3	99.37	4.11	complete	A_Nanopore_OPERA-MS+polish+bin0019	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535	GCF_003435375.1	GCF_003435375.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0020	Nanopore_OPERA-MS	mNGS+Nanopore	50.0	1	1	2	99.33	0.13	complete	A_Nanopore_OPERA-MS+polish+bin0020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	GCF_000239295.1	36	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0021	Nanopore_OPERA-MS	mNGS+Nanopore	46.0	2	2	2	99.04	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0021	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCF_000210575.1	GCF_000210575.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0022	Nanopore_OPERA-MS	mNGS+Nanopore	64.0	3	3	2	99.46	1.05	complete	A_Nanopore_OPERA-MS+polish+bin0022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	GCF_000225345.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	4	4	4	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0023	Nanopore_OPERA-MS	mNGS+Nanopore	33.0	1	2	1	99.41	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0023	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	GCF_001553605.1	GCF_001553605.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	3	3	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0024	Nanopore_OPERA-MS	mNGS+Nanopore	53.0	3	3	1	99.37	0.32	complete	A_Nanopore_OPERA-MS+polish+bin0024	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	GCF_001487165.1	GCF_001487165.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	7	6	5	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0025	Nanopore_OPERA-MS	mNGS+Nanopore	59.0	6	6	4	98.95	0.63	complete	A_Nanopore_OPERA-MS+polish+bin0025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	GCF_001405555.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	2	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0028	Nanopore_OPERA-MS	mNGS+Nanopore	46.0	1	2	1	83.44	6.33	medium-quality	A_Nanopore_OPERA-MS+polish+bin0028	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003480725	GCF_003480725.1	GCF_003480725.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	0	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0029	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	5	5	2	99.42	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	GCF_000155875.1	GCF_000155875.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	Nanopore_OPERA-MS
A_Nanopore_OPERA-MS+polish	bin3C	bin0031	Nanopore_OPERA-MS	mNGS+Nanopore	33.0	1	1	3	96.55	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0031	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis	GCF_000585335.1	GCF_000585335.1	49	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	5	Nanopore_OPERA-MS
