	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
175	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.24	2679	307	89	1	0	0	0	0	0	0	2922809	1740078	91586	0	0	0	0	0	0	307	91586	2922809	12386	7092	64	143	0.0	k__Bacteria (UID2329)	174	149	89	1	146	2	0	0	0	99.44	1.69	0.0	39.0	0	0	6	Fusobacterium_varium	95.456	2.92	Fusobacterium_varium	10.4222701517615	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.24	mNGS_metaSPAdes	bin.24.fa	mNGS	0.0	0.0	2.0	0.0	0.0	95.0	
176	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.31	5593	82	73	48	23	4	0	0	0	0	6398524	6351099	5616435	3799088	1056088	0	0	0	0	82	275391	6398524	112916	75952	18	35	0.0	o__Clostridiales (UID1226)	155	278	158	23	253	2	0	0	0	92.39	1.27	0.0	52.0	0	0	0	[Clostridium]_saccharolyticum	23.954	6.4	[Clostridium]	28.957215289026	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.31	mNGS_metaSPAdes	bin.31.fa	mNGS	0.0	0.0	0.0				
177	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.36	1856	18	17	13	7	2	0	0	0	0	2054201	2048496	1891246	1403496	581348	0	0	0	0	18	328550	2054201	170996	98166	5	9	0.0	o__Clostridiales (UID1226)	155	278	158	64	214	0	0	0	0	78.48	0.0	0.0	26.0	0	0	0	[Clostridium]_bolteae	29.983	2.05	[Clostridium]	328.820978083449	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.36	mNGS_metaSPAdes	bin.36.fa	mNGS	0.0	0.0	0.0				
178	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.4	1477	32	22	12	6	0	0	0	0	0	1653651	1600804	1270959	881443	0	0	0	0	0	32	200495	1653651	108108	50836	6	12	0.0	o__Clostridiales (UID1226)	155	278	158	124	154	0	0	0	0	61.6	0.0	0.0	25.0	0	0	0	Blautia_sp.	53.313	1.65	Blautia	107.098556466872	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.4	mNGS_metaSPAdes	bin.4.fa	mNGS	0.0	0.0	0.0				
179	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.42	3134	21	20	16	11	4	0	0	0	0	3189441	3186848	3058867	2706210	1371815	0	0	0	0	21	366423	3189441	247507	170020	5	9	0.0	o__Clostridiales (UID1212)	172	263	149	5	255	1	1	1	0	98.66	4.03	30.0	44.0	0	0	0	Anaerostipes_rhamnosivorans	98.877	3.19	Anaerostipes_rhamnosivorans	25.0373683037247	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.42	mNGS_metaSPAdes	bin.42.fa	mNGS	0.0	0.0	0.0				
180	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.43	2389	74	64	14	4	0	0	0	0	0	2657676	2597186	1225254	522302	0	0	0	0	0	74	159734	2657676	44100	32412	17	34	0.0	o__Clostridiales (UID1212)	172	263	149	45	218	0	0	0	0	97.04	0.0	0.0	40.0	0	0	0	[Eubacterium]_eligens	38.952	2.66	[Eubacterium]	28.0695167507251	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.43	mNGS_metaSPAdes	bin.43.fa	mNGS	0.0	0.0	0.0				
181	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.44	1887	19	19	13	10	2	0	0	0	0	2194779	2194779	1971534	1721115	588383	0	0	0	0	19	338294	2194779	141306	106324	5	10	0.0	o__Clostridiales (UID1212)	172	263	149	7	256	0	0	0	0	96.64	0.0	0.0	40.0	0	0	0	Lachnospiraceae_bacterium	45.771	2.19	Lachnospiraceae	27.1904519771695	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.44	mNGS_metaSPAdes	bin.44.fa	mNGS	0.0	0.0	0.0				
182	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.50	2080	110	71	8	3	0	0	0	0	0	2302761	2046101	658980	336608	0	0	0	0	0	110	126001	2302761	31349	16504	21	47	0.0	o__Clostridiales (UID1212)	172	261	147	36	222	3	0	0	0	84.57	1.25	66.67	25.0	0	0	0	Faecalibacterium_prausnitzii	70.544	2.3	Faecalibacterium_prausnitzii	13.7928920977904	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.50	mNGS_metaSPAdes	bin.50.fa	mNGS	0.0	0.0	0.0				
183	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.53	4808	69	60	34	20	4	0	0	0	0	6041352	5979116	5173656	4107448	1411573	0	0	0	0	69	441283	6041352	153968	92979	13	25	0.0	g__Bacteroides (UID2691)	33	839	309	30	769	40	0	0	0	98.38	5.17	57.5	45.0	0	0	1	Bacteroides_thetaiotaomicron	92.084	6.04	Bacteroides_thetaiotaomicron	473.692185623351	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.53	mNGS_metaSPAdes	bin.53.fa	mNGS	0.0	0.0	1.0	0.0	0.0	106.0	
184	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.55	3762	123	99	26	5	0	0	0	0	0	4338027	4194700	2223323	676441	0	0	0	0	0	123	178528	4338027	52062	30806	25	52	0.0	o__Clostridiales (UID1226)	155	278	158	7	271	0	0	0	0	96.2	0.0	0.0	50.0	0	0	0	[Clostridium]_bolteae	31.167	4.34	[Clostridium]	112.047783473916	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.55	mNGS_metaSPAdes	bin.55.fa	mNGS	0.0	0.0	0.0				
185	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.58	2634	377	72	0	0	0	0	0	0	0	2899937	1309378	0	0	0	0	0	0	0	377	47430	2899937	9148	5528	87	191	0.0	f__Lachnospiraceae (UID1256)	33	333	171	130	192	11	0	0	0	63.13	3.94	100.0	29.0	0	0	0	[Clostridium]_scindens	95.972	2.9	[Clostridium]_scindens	12.9851182973975	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.58	mNGS_metaSPAdes	bin.58.fa	mNGS	0.0	0.0	0.0				
186	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.59	8123	128	110	56	27	5	1	0	0	0	8742214	8646239	7181718	5168159	1905145	658083	0	0	0	128	658083	8742214	120375	64560	20	45	0.0	g__Bradyrhizobium (UID3699)	37	824	336	4	807	11	2	0	0	99.8	1.8	5.88	38.0	1	2	1	Bradyrhizobium_sp.	97.989	8.74	Bradyrhizobium_sp.	18.7488440571233	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.59	mNGS_metaSPAdes	bin.59.fa	mNGS	1.0	2.0	1.0	1488.0	1674.0	109.0	
187	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.61	1281	13	12	7	5	2	0	0	0	0	1438739	1429561	1274125	1173337	705132	0	0	0	0	13	435711	1438739	208012	126548	3	5	0.0	k__Bacteria (UID203)	5449	103	57	64	39	0	0	0	0	59.65	0.0	0.0	17.0	0	0	0	Lachnospiraceae_bacterium	69.98	1.44	Lachnospiraceae_bacterium	116.044624494088	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.61	mNGS_metaSPAdes	bin.61.fa	mNGS	0.0	0.0	0.0				
188	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.63	2784	24	24	16	10	3	1	0	0	0	3024760	3024760	2812316	2387975	1320819	643052	0	0	0	24	643052	3024760	233196	111607	4	9	0.0	o__Clostridiales (UID1226)	155	278	158	14	263	1	0	0	0	94.3	0.63	0.0	40.0	0	0	0	Lachnoclostridium_sp.	63.231	3.02	Lachnoclostridium_sp.	153.018146894299	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.63	mNGS_metaSPAdes	bin.63.fa	mNGS	0.0	0.0	0.0				
189	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.65	2491	41	40	22	8	1	0	0	0	0	3108483	3102007	2603477	1556710	393050	0	0	0	0	41	393050	3108483	113523	67029	8	18	0.0	o__Bacteroidales (UID2657)	160	492	269	19	472	1	0	0	0	96.27	0.37	0.0	38.0	0	0	2	Bacteroides_helcogenes	29.78	3.11	Bacteroides	503.898994139585	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.65	mNGS_metaSPAdes	bin.65.fa	mNGS	0.0	0.0	1.0	0.0	0.0	106.0	
190	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.66	1845	68	46	14	4	0	0	0	0	0	2119837	1991267	1235291	520610	0	0	0	0	0	68	179269	2119837	64911	30012	11	24	0.0	o__Clostridiales (UID1226)	155	278	158	89	188	1	0	0	0	64.56	0.63	0.0	19.0	0	0	0	Blautia_sp.	69.585	2.12	Blautia_sp.	111.66314108113	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.66	mNGS_metaSPAdes	bin.66.fa	mNGS	0.0	0.0	0.0				
191	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.67	1921	130	72	6	1	0	0	0	0	0	2261046	1916175	483121	159577	0	0	0	0	0	130	159577	2261046	27781	13054	24	54	0.0	o__Clostridiales (UID1226)	155	278	158	100	177	1	0	0	0	74.68	0.63	0.0	20.0	0	0	0	[Clostridium]_saccharolyticum	14.278	2.26	[Clostridium]	106.405648093847	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.67	mNGS_metaSPAdes	bin.67.fa	mNGS	0.0	0.0	0.0				
192	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.68	1350	9	9	6	5	3	0	0	0	0	1468748	1468748	1383307	1312693	1068320	0	0	0	0	9	450570	1468748	326284	132974	2	4	0.0	o__Selenomonadales (UID1024)	64	334	167	132	200	2	0	0	0	58.68	0.3	0.0	34.0	0	0	0	Phascolarctobacterium_succinatutens	88.952	1.47	Phascolarctobacterium_succinatutens	538.045185423231	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.68	mNGS_metaSPAdes	bin.68.fa	mNGS	0.0	0.0	0.0				
193	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.69	2878	19	18	13	12	4	0	0	0	0	3017261	3014103	2871872	2786782	1517879	0	0	0	0	19	448268	3017261	315852	155969	4	8	0.0	f__Lachnospiraceae (UID1256)	33	333	171	2	327	4	0	0	0	98.83	1.46	0.0	63.0	0	0	0	[Clostridium]_scindens	30.64	3.02	[Clostridium]	31.5097122854138	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.69	mNGS_metaSPAdes	bin.69.fa	mNGS	0.0	0.0	0.0				
194	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.70	2051	22	21	12	5	2	1	0	0	0	2118590	2110508	1911142	1444421	836616	577986	0	0	0	22	577986	2118590	224702	72199	3	7	0.0	o__Clostridiales (UID1212)	172	263	149	24	239	0	0	0	0	91.64	0.0	0.0	22.0	0	0	1	Oscillibacter_sp.	63.768	2.12	Oscillibacter_sp.	385.546317598025	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.70	mNGS_metaSPAdes	bin.70.fa	mNGS	0.0	0.0	1.0	0.0	0.0	107.0	
195	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.75	3856	90	78	37	8	0	0	0	0	0	3985051	3901119	2943827	975011	0	0	0	0	0	90	192184	3985051	66054	47719	21	38	0.0	k__Bacteria (UID2372)	131	177	106	3	174	0	0	0	0	98.11	0.0	0.0	34.0	0	0	3	Erysipelotrichaceae_(taxid	77.137	3.99	Erysipelotrichaceae_(taxid	18.3783632881988	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.75	mNGS_metaSPAdes	bin.75.fa	mNGS	0.0	0.0	1.0	0.0	0.0	68.0	
196	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.76	3500	47	45	28	16	2	0	0	0	0	4162749	4150834	3690328	2756166	656519	0	0	0	0	47	392465	4162749	132808	87304	11	20	0.0	o__Bacteroidales (UID2657)	160	492	269	5	485	2	0	0	0	98.51	0.43	50.0	48.0	0	0	1	Bacteroides_sp.	94.409	4.16	Bacteroides_sp.	651.588082538726	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.76	mNGS_metaSPAdes	bin.76.fa	mNGS	0.0	0.0	1.0	0.0	0.0	104.0	
197	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.82	1903	417	21	0	0	0	0	0	0	0	2022946	267891	0	0	0	0	0	0	0	417	18231	2022946	4994	3688	134	253	0.0	k__Bacteria (UID203)	5449	102	56	49	50	3	0	0	0	64.94	3.73	33.33	15.0	0	0	0	Eggerthella_lenta	96.466	2.02	Eggerthella_lenta	7.52694733324567	medium-quality	Metabat2	B_mNGS_metaSPAdes+polish	bin.82	mNGS_metaSPAdes	bin.82.fa	mNGS	0.0	0.0	0.0				
198	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.87	1966	46	42	20	2	0	0	0	0	0	2149930	2130034	1577344	250117	0	0	0	0	0	46	128812	2149930	70127	46086	12	21	0.0	o__Selenomonadales (UID1024)	64	334	167	4	330	0	0	0	0	98.5	0.0	0.0	48.0	0	0	2	Megasphaera_elsdenii	100.0	2.15	Megasphaera_elsdenii	666.900112096673	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.87	mNGS_metaSPAdes	bin.87.fa	mNGS	0.0	0.0	1.0	0.0	0.0	110.0	
199	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.9	3832	44	43	33	18	2	0	0	0	0	4687400	4683811	4319058	3153962	600588	0	0	0	0	44	329490	4687400	150830	84403	12	23	0.0	o__Bacteroidales (UID2621)	198	427	260	12	415	0	0	0	0	96.35	0.0	0.0	56.0	0	0	2	Parabacteroides_distasonis	100.0	4.69	Parabacteroides_distasonis	555.01479626232	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.9	mNGS_metaSPAdes	bin.9.fa	mNGS	0.0	0.0	1.0	0.0	0.0	106.0	
200	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.90	1910	38	33	20	7	0	0	0	0	0	2146440	2127449	1825501	930952	0	0	0	0	0	38	171929	2146440	89100	57174	9	17	0.0	f__Lachnospiraceae (UID1256)	33	333	171	27	306	0	0	0	0	91.23	0.0	0.0	33.0	0	0	0	Lachnospiraceae_bacterium	52.023	2.15	Lachnospiraceae	29.5253852891299	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.90	mNGS_metaSPAdes	bin.90.fa	mNGS	0.0	0.0	0.0				
201	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.91	2968	71	53	21	9	1	0	0	0	0	3244877	3141278	2328170	1457439	285455	0	0	0	0	71	285455	3244877	93947	41868	11	24	0.0	f__Lachnospiraceae (UID1286)	57	420	207	6	414	0	0	0	0	97.34	0.0	0.0	36.0	0	0	0	Roseburia_intestinalis	56.233	3.24	Roseburia	42.0588530782523	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.91	mNGS_metaSPAdes	bin.91.fa	mNGS	0.0	0.0	0.0				
202	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.92	2830	167	93	13	1	0	0	0	0	0	2998415	2581280	937827	134018	0	0	0	0	0	167	134018	2998415	29532	15169	29	67	0.0	o__Clostridiales (UID1226)	155	278	158	10	267	1	0	0	0	95.57	0.63	0.0	45.0	0	0	0	Lachnospiraceae_bacterium	41.153	3.0	Lachnospiraceae	33.435186256739	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.92	mNGS_metaSPAdes	bin.92.fa	mNGS	0.0	0.0	0.0				
203	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin.99	3039	51	50	31	11	1	0	0	0	0	3831122	3826776	3316135	1827062	262215	0	0	0	0	51	262215	3831122	99514	69537	12	24	0.0	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.0	0.0	46.0	0	0	0	Paraprevotella_xylaniphila	95.37	3.83	Paraprevotella_xylaniphila	168.148982204169	complete	Metabat2	B_mNGS_metaSPAdes+polish	bin.99	mNGS_metaSPAdes	bin.99.fa	mNGS	0.0	0.0	0.0				
204	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.15	2426	1	1	1	1	1	1	1	1	0	2530138	2530138	2530138	2530138	2530138	2530138	2530138	2530138	0	1	2530138	2530138	2530138	2530138	1	1	0.0	p__Firmicutes (UID1022)	100	295	158	0	294	1	0	0	0	100.0	0.63	0.0	55.0	6	6	6	Megamonas_funiformis	100.0	2.53	Megamonas_funiformis	277.396131752497	complete	Metabat2	B_Nanopore_metaflye+polish	bin.15	Nanopore_metaflye	bin.15.fa	Nanopore	1.0	1.0	1.0	1553.0	2908.0	112.0	
205	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.16	4100	7	7	7	5	4	2	0	0	0	2328714	2328714	2328714	2210486	2061579	1413684	0	0	0	7	818884	2328714	594800	371271	2	3	0.0	o__Clostridiales (UID1212)	172	263	149	73	189	1	0	0	0	71.81	0.67	0.0	23.0	3	3	3	[Eubacterium]_eligens	35.165	2.33	[Eubacterium]	19.9764500921968	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.16	Nanopore_metaflye	bin.16.fa	Nanopore	1.0	1.0	1.0	1527.0	2885.0	114.0	
206	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.17	2424	5	5	4	3	3	3	1	0	0	2590159	2590159	2544452	2463193	2463193	2463193	1093482	0	0	5	1093482	2590159	745592	624119	2	3	0.0	o__Clostridiales (UID1212)	172	261	147	27	211	23	0	0	0	87.07	9.66	56.52	72.0	6	6	6	Faecalibacterium_prausnitzii	100.0	2.59	Faecalibacterium_prausnitzii	419.497496485737	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.17	Nanopore_metaflye	bin.17.fa	Nanopore	1.0	1.0	1.0	1509.0	2830.0	111.0	
207	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.21	4443	3	3	3	3	3	3	1	1	1	5373885	5373885	5373885	5373885	5373885	5373885	3830881	3830881	3830881	3	3830881	5373885	3830881	926405	1	2	0.0	o__Bacteroidales (UID2654)	163	486	266	4	481	1	0	0	0	99.03	0.19	0.0	79.0	7	7	7	Bacteroides_dorei	100.0	5.37	Bacteroides_dorei	2182.14595716135	complete	Metabat2	B_Nanopore_metaflye+polish	bin.21	Nanopore_metaflye	bin.21.fa	Nanopore	1.0	1.0	1.0	1528.0	2880.0	106.0	
208	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.35	3836	15	14	8	8	1	1	0	0	0	2265271	2255519	2082689	2082689	784882	784882	0	0	0	15	784882	2265271	217448	171101	3	6	0.0	f__Lachnospiraceae (UID1286)	57	420	207	155	262	3	0	0	0	56.58	1.04	0.0	38.0	2	2	0	Roseburia_hominis	54.454	2.27	Roseburia	13.5524447185348	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.35	Nanopore_metaflye	bin.35.fa	Nanopore	1.0	1.0	0.0	1528.0	2878.0	0.0	
209	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.37	5003	46	38	8	4	3	3	2	0	0	4704253	4650463	3914478	3671157	3568491	3568491	2770958	0	0	46	1633809	4704253	1137149	797533	2	3	0.0	f__Lachnospiraceae (UID1286)	57	420	207	120	280	11	9	0	0	76.81	3.66	7.89	73.0	6	6	0	Roseburia_intestinalis	51.964	4.7	Roseburia	51.0333028431932	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.37	Nanopore_metaflye	bin.37.fa	Nanopore	1.0	1.0	0.0	1528.0	2906.0	0.0	
210	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.38	3089	4	4	4	4	3	2	1	1	0	3742868	3742868	3742868	3742868	3594838	3330186	2504646	2504646	0	4	2504646	3742868	2504646	825540	1	2	0.0	o__Bacteroidales (UID2657)	160	492	269	36	456	0	0	0	0	89.78	0.0	0.0	62.0	7	7	7	Paraprevotella_xylaniphila	100.0	3.74	Paraprevotella_xylaniphila	175.174486783931	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.38	Nanopore_metaflye	bin.38.fa	Nanopore	1.0	1.0	1.0	1528.0	2887.0	107.0	
211	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.40	1640	4	4	3	3	3	2	0	0	0	1919897	1919897	1872287	1872287	1872287	1550680	0	0	0	4	917017	1919897	633663	633663	2	2	0.0	o__Clostridiales (UID1212)	172	261	147	101	159	1	0	0	0	56.46	0.68	0.0	36.0	4	4	4	Faecalibacterium_prausnitzii	97.52	1.92	Faecalibacterium_prausnitzii	296.993497567838	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.40	Nanopore_metaflye	bin.40.fa	Nanopore	1.0	1.0	1.0	1512.0	2830.0	112.0	
212	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.47	2296	1	1	1	1	1	1	1	1	0	2523184	2523184	2523184	2523184	2523184	2523184	2523184	2523184	0	1	2523184	2523184	2523184	2523184	1	1	0.0	o__Selenomonadales (UID1024)	64	334	167	0	334	0	0	0	0	100.0	0.0	0.0	65.0	7	7	7	Megasphaera_elsdenii	100.0	2.52	Megasphaera_elsdenii	665.057379089278	complete	Metabat2	B_Nanopore_metaflye+polish	bin.47	Nanopore_metaflye	bin.47.fa	Nanopore	1.0	1.0	1.0	1562.0	2909.0	110.0	
213	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.49	2426	90	59	13	3	0	0	0	0	0	2502729	2313013	1093713	390650	0	0	0	0	0	90	152272	2502729	44043	25979	17	35	0.0	k__Bacteria (UID2372)	131	176	105	78	96	2	0	0	0	59.67	0.41	0.0	25.0	0	0	0	Bacteria_(taxid	16.118	2.5	Bacteria	35.5594289273829	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.49	Nanopore_metaflye	bin.49.fa	Nanopore	0.0	0.0	0.0				
214	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.52	1480	6	6	6	5	3	1	0	0	0	1462566	1462566	1462566	1391785	1075747	501681	0	0	0	6	501681	1462566	291433	207990	2	4	0.0	o__Clostridiales (UID1212)	172	261	147	115	146	0	0	0	0	58.16	0.0	0.0	31.0	2	2	3	Faecalibacterium_prausnitzii	100.0	1.46	Faecalibacterium_prausnitzii	249.419838147475	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.52	Nanopore_metaflye	bin.52.fa	Nanopore	1.0	1.0	1.0	1509.0	2831.0	112.0	
215	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.55	2133	2	2	2	2	2	2	2	0	0	2489669	2489669	2489669	2489669	2489669	2489669	2489669	0	0	2	1486767	2489669	1486767	1002902	1	2	0.0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.0	0.81	0.0	59.0	4	4	4	Collinsella_aerofaciens	100.0	2.49	Collinsella_aerofaciens	64.5173784145603	complete	Metabat2	B_Nanopore_metaflye+polish	bin.55	Nanopore_metaflye	bin.55.fa	Nanopore	1.0	1.0	1.0	1503.0	2960.0	107.0	
216	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.56	4196	31	26	15	7	0	0	0	0	0	1965075	1935606	1567372	983262	0	0	0	0	0	31	179998	1965075	102007	53972	7	14	0.0	o__Selenomonadales (UID1024)	64	334	167	144	184	5	1	0	0	55.91	3.59	62.5	31.0	4	4	4	Veillonella_parvula	100.0	1.97	Veillonella_parvula	4.18109130694757	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.56	Nanopore_metaflye	bin.56.fa	Nanopore	1.0	1.0	1.0	1559.0	2926.0	110.0	
217	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin.6	1560	5	5	5	4	2	2	0	0	0	1642054	1642054	1642054	1592015	1350320	1350320	0	0	0	5	741292	1642054	609028	609028	2	2	0.0	o__Clostridiales (UID1212)	172	261	147	137	124	0	0	0	0	51.47	0.0	0.0	36.0	4	4	4	Faecalibacterium_prausnitzii	100.0	1.64	Faecalibacterium_prausnitzii	377.464386067693	medium-quality	Metabat2	B_Nanopore_metaflye+polish	bin.6	Nanopore_metaflye	bin.6.fa	Nanopore	1.0	1.0	1.0	1509.0	2831.0	112.0	
