accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000146265.4	17	99.89	0	767	f__Pasteurellaceae (UID4932)	440	0	1914054	86.8172969286	4	976354	44.2856203295	2204692	RS_GCF_000372365.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans	not type material	none	f	1	1	2105791	2105791	2105791	6	3016	CP001733.2	2105791	6	275	CP001733.2	3016	5570	0	100	AZTR01000012.182.3223	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter actinomycetemcomitans SC383s	551173	551173	t	f	f	2105791	2105791	Complete Genome	ASM14626v4	n/a	PRJNA40107	SAMN02604243	none	none	none	2016-06-27	GCA_000146265.4	none	full	none	none	none	4	0	Aggregatibacter actinomycetemcomitans D11S-1	2041	na	19	none	none	none	none	none	2016/06/27	0	714	6	D11S-1	Bumgarner Laboratory Department of Microbiology University of Washington	668336	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans;x__Aggregatibacter actinomycetemcomitans D11S-1	0	2160722	11	54	none	2160722	0	none	2153	4	2105791	6	1535	2835	0	100	4348277	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__	1535	CP001733.2	1535	2835	0	100	CP001733.862091.863695	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter actinomycetemcomitans D11S-1	0	20	55	1
GB_GCA_000146855.1	0	99.3	0	249	o__Clostridiales (UID1120)	143	0	2036502	81.1022568428	84	799165	32.3555918677	2511030	GB_GCA_000146855.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__Peptoanaerobacter margaretiae	type strain of subspecies	LPSN; DSMZ; StrainInfo	f	14	1	144244	2491246	5453	1	3125	GL405247.1	2491246	2	94	GL405246.1-#2	3124	5770	0	100	AEES01000073.37.3164	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;[Eubacterium] yurii group;[Eubacterium] yurii subsp. margaretiae ATCC 43715	29404	179359	t	f	f	60968	2491246	Scaffold	ASM14685v1	n/a	PRJNA50511	SAMN00120458	84	60968	none	2010-09-03	GCA_000146855.1	none	full	none	none	none	1	1	[Eubacterium] yurii subsp. margaretiae ATCC 43715	none	representative genome	4	14	1	2491246	2491246	2491246	2010/09/03	70	39498	1	ATCC 43715	Baylor College of Medicine	864565	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoanaerobacter;s__[Eubacterium] yurii	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoanaerobacter;s__[Eubacterium] yurii;sb__[Eubacterium] yurii subsp. margaretiae;x__[Eubacterium] yurii subsp. margaretiae ATCC 43715	41086	2511030	11	42	assembly from type material	2469944	0	AEES00000000.1	2098	14	5453	1	none	none	none	none	none	none	1529	GL405247.1	1520	2808	0	100	AEES01000073.3826.5345	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;[Eubacterium] yurii group;[Eubacterium] yurii subsp. margaretiae ATCC 43715	41086	19	42	1
GB_GCA_000147015.1	0	57.83	0	126	k__Bacteria (UID2495)	71	0	191315	91.729636946	1	28237	13.538769874	208564	GB_GCA_000147015.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Zinderia;s__Zinderia insecticola	not type material	none	f	1	1	208564	208564	208564	1	2877	CP002161.1	none	0	none	none	2877	5313	0	100	CP002161.6931.9818	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Candidatus Zinderia;Candidatus Zinderia insecticola CARI	208564	208564	f	f	t	208564	208564	Complete Genome	ASM14701v1	n/a	PRJNA51243	SAMN02604227	none	none	USA: Tucson; AZ	2010-9-9	GCA_000147015.1	none	full	none	none	none	1	0	Candidatus Zinderia insecticola CARI	206	na	3	none	none	none	none	none	2010/09/09	0	884215	1	CARI	University of Montana	871271	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Candidatus Zinderia;s__Candidatus Zinderia insecticola	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Candidatus Zinderia;s__Candidatus Zinderia insecticola;x__Candidatus Zinderia insecticola CARI	0	208564	4	25	none	208564	0	none	219	1	208564	1	1517	2802	0	100	4350433	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales;f__Tremblayaceae;g__Zinderia;s__insecticola	1519	CP002161.1	1519	2806	0	100	CP002161.5310.6845	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Candidatus Zinderia;Candidatus Zinderia insecticola CARI	0	19	25	0
GB_GCA_000147035.1	0	52.05	0	152	k__Bacteria (UID2565)	93	0	258566	93.510203934	1	58434	21.1326131691	276511	RS_GCF_000829155.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Sulcia;s__Sulcia muelleri_A	not type material	none	f	1	1	276511	276511	276511	1	2880	CP002163.1	276511	1	103	CP002163.1	2879	5317	0	100	CP002163.94619.97503	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Sulcia;Candidatus Sulcia muelleri CARI	276511	276511	f	f	t	276511	276511	Complete Genome	ASM14703v1	n/a	PRJNA43087	SAMN02604226	none	none	USA: Tucson; AZ	2010-9-9	GCA_000147035.1	none	full	none	none	none	1	1	Candidatus Sulcia muelleri CARI	246	na	3	none	none	none	none	none	2010/09/09	0	336810	0	CARI	University of Montana	706194	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__Candidatus Sulcia;s__Candidatus Sulcia muelleri	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;x__unclassified Flavobacteriales;g__Candidatus Sulcia;s__Candidatus Sulcia muelleri;x__Candidatus Sulcia muelleri CARI	0	276511	11	29	none	276511	0	none	262	1	276511	1	1532	2830	0	100	4451511	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Sulcia;s__muelleri	1534	CP002163.1	1534	2833	0	100	CP002163.92755.94295	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Sulcia;Candidatus Sulcia muelleri CARI	0	20	30	0
GB_GCA_000152505.1	0	95.88	0.08	690	g__Mycobacterium (UID1816)	298	0	3794062	86.6398667494	160	2794849	65.3582386231	4379118	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	29	1	152968	3036622	3036622	2	1813	CH482373.1	none	0	none	none	1813	3332	0	99.835	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	26726	1094779	f	f	t	47421	3036622	Scaffold	ASM15250v1	n/a	PRJNA16172	SAMN02595209	160	47421	none	2005-11-10	GCA_000152505.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis C	3508	na	0	4	1	3036622	704067	540178	2005/11/10	156	1773	0	C	Broad Institute	348776	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis C	102918	4379118	11	43	none	4276200	0	AAKR00000000.1	4278	4	3036622	1	274	507	1.59e-142	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	276	CH482373.1	274	507	5.48e-142	100	CP014566.1471255.1472796	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium bovis BCG str. Tokyo 172	102918	19	43	0
GB_GCA_000152565.1	0	94.27	0	769	g__Burkholderia (UID4006)	248	0	5948011	84.5468465136	174	4629342	66.8223478186	7035166	RS_GCF_003854055.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cenocepacia_B	not type material	none	f	30	2	210874	3492087	3492087	3	330	CH482377.1-#2	698631	6	106	CH482379.1	333	475	1.08e-132	93.093	JUSV01002400.247.3126	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Burkholderia cenocepacia	39815	2345055	f	f	t	81950	2844448	Scaffold	ASM15256v1	n/a	PRJNA16169	SAMN02595212	174	81950	none	2006-1-11	GCA_000152565.1	none	full	none	none	none	0	0	Burkholderia cenocepacia PC184	5535	na	0	3	2	2844448	2844448	2844448	2006/01/11	171	95486	0	PC184	Broad Institute	350702	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cenocepacia	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;x__Burkholderia cepacia complex;s__Burkholderia cenocepacia;x__Burkholderia cenocepacia PC184	107331	7035166	11	40	none	6927835	0	AAKX00000000.1	6425	3	3492087	1	266	374	1.62e-102	92.857	4484305	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__gladioli	267	CH482377.1	266	374	5.59e-102	92.857	ACFD01000019.330.1864	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Burkholderia multivorans CGD2M	107331	17	38	0
GB_GCA_000152665.1	13	98.1	0.45	1183	s__difficile (UID1169)	308	0	3386872	82.4118808017	16	1171719	28.5223301614	4109689	RS_GCF_000438845.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	not type material	none	f	3	1	1247044	4109689	4109689	4	2893	CM000287.4	4109689	3	105	CM000287.4	2893	5343	0	100	FN538970.2982719.2985671	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile CD196	256755	4109689	f	f	t	480958	4109689	Chromosome	ASM15266v1	n/a	PRJNA16328	SAMN00627065	16	480958	Canada: Quebec	2007-4-25	GCA_000152665.1	none	full	none	patient with CDAD	none	1	0	Clostridioides difficile QCD-32g58	0	na	0	none	none	none	none	none	2007/04/25	16	1496	0	QCD-32g58	Washington University (WashU)	367459	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;x__Clostridioides difficile QCD-32g58	1600	4109689	none	0	none	4108089	0	AAML00000000.4	4165	1	4109689	6	1500	2748	0	99.733	606927	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__difficile	1500	CM000287.4	1500	2771	0	100	FN668941.2993872.2995374	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile BI1	1600	12	21	0
GB_GCA_000153345.1	0	99.17	0.04	529	o__Oceanospirillales (UID4446)	233	0	3502400	89.2386913323	60	1806284	46.6352147916	3924755	GB_GCA_000153345.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__Neptuniibacter caesariensis	type strain of species	LPSN; DSMZ; StrainInfo	t	9	1	381602	2088278	2088278	4	588	CH724125.1	886030	4	110	CH724126.1	588	968	0	96.429	CP015839.4773117.4776032	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;Marinobacterium sp. ST58-10	64553	654125	f	f	t	145133	2088278	Scaffold	ASM15334v1	n/a	PRJNA13561	SAMN02436143	60	145133	none	2006-5-2	GCA_000153345.1	none	full	none	none	none	0	0	Neptuniibacter caesariensis	3688	representative genome	8	6	1	2088278	886030	780837	2006/05/02	54	207954	0	MED92	The Gordon and Betty Moore Foundation Marine Microbiology Initiative	207954	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptuniibacter;s__Neptuniibacter caesariensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptuniibacter;s__Neptuniibacter caesariensis	51536	3924755	11	39	assembly from type material	3873219	0	AAOW00000000.1	3625	6	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	51536	17	38	0
GB_GCA_000153845.1	0	98.11	1.5	675	o__Thiotrichales (UID4410)	243	100	1653804	87.5977779096	31	605494	32.1005640318	1887952	RS_GCF_000008985.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella tularensis	type strain of subspecies	DSMZ	f	5	3	270437	555807	102890	1	377	DS229040.1	555807	4	110	DS229056.1	379	619	5.47e-176	96.57	MRBB01000016.22556.25124	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella;Francisella tularensis subsp. holarctica	60846	89902	f	f	t	115617	245186	Scaffold	ASM15384v1	n/a	PRJNA18251	SAMN02595214	31	115617	none	2007-2-13	GCA_000153845.1	none	full	none	none	none	0	0	Francisella tularensis subsp. holarctica 257	none	na	0	21	3	245186	94817	35088	2007/02/13	10	263	0	257	Broad Institute	412422	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella;s__Francisella tularensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella;s__Francisella tularensis;sb__Francisella tularensis subsp. holarctica;x__Francisella tularensis subsp. holarctica 257	1711	1887952	11	26	none	1886241	0	AAUD00000000.1	2221	21	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1711	16	26	0
GB_GCA_000154925.1	0	75.3	1.4	577	g__Streptomyces (UID2055)	284	42.86	5558766	80.077473427	597	4781557	71.0580456246	6941735	RS_GCF_005519465.1	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces clavuligerus	type strain of species	LPSN; DSMZ; StrainInfo	f	109	27	126336	247686	17527	7	2301	DS570715.1	37211	6	110	DS570690.1	2301	4250	0	100	ABJH01000513.1.2308	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces clavuligerus ATCC 27064	11271	43935	f	f	t	16887	80843	Scaffold	ASM15492v1	n/a	PRJNA28551	SAMN02595221	597	16887	none	2008-3-4	GCA_000154925.1	none	full	none	none	none	0	0	Streptomyces clavuligerus ATCC 27064	none	na	0	158	27	80843	43240	18982	2008/03/04	439	1901	0	ATCC 27064	Broad Institute	443255	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces clavuligerus	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces clavuligerus;x__Streptomyces clavuligerus ATCC 27064	212649	6941735	11	54	assembly from type material	6729086	0	ABJH00000000.1	6152	158	37211	7	none	none	none	none	none	none	433	DS570690.1	432	723	0	96.991	CP016559.6071756.6073289	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces clavuligerus	212649	20	54	0
GB_GCA_000155005.1	0	98.81	8.44	1171	f__Enterobacteriaceae (UID5124)	335	62.64	5486928	72.3222999189	364	3145467	50.7390100216	7586772	RS_GCF_002949675.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia dysenteriae	not type material	none	f	16	1	340692	5357950	5357950	7	2901	DS571135.1-#7	5357950	6	355	DS571135.1	2901	5358	0	100	AIFT01000003.52317.55219	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli DEC5D	17031	90318	f	f	t	116740	5357950	Scaffold	ASM15500v1	n/a	PRJNA27747	SAMN02436231	364	116740	none	2008-03-07	GCA_000155005.1	none	full	none	none	none	0	0	Escherichia coli O157:H7 str. EC4024	0	na	0	84	1	5357950	93515	40538	2008/03/07	280	562	0	EC4024	J. Craig Venter Institute	444454	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;x__Escherichia coli O157:H7;x__Escherichia coli O157:H7 str. EC4024	1387465	7586772	none	0	none	6199307	0	ABJT00000000.1	6879	84	5357950	5	1539	2819	0	99.74	2235399	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli	1537	DS571135.1-#4	1537	2839	0	100	JUCW01000118.33.1588	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	1387465	20	103	1
GB_GCA_000155145.1	0	97.75	0.61	693	g__Mycobacterium (UID1816)	300	66.67	3900878	86.8149919336	192	2880185	65.3006334208	4493323	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	17	2	274522	1636194	1636194	2	3132	DS985175.1-#2	none	0	none	none	3132	5784	0	100	ABLL01000085.426.3564	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis 94_M4241A	22972	449332	f	f	t	81392	914159	Scaffold	ASM15514v1	n/a	PRJNA29165	SAMN02595224	192	81392	none	2008-6-6	GCA_000155145.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis 94_M4241A	3931	na	0	10	2	914159	300356	279420	2008/06/06	182	1773	0	94_M4241A	Broad Institute	515615	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis 94_M4241A	82669	4493323	11	46	none	4410654	0	ABLL00000000.1	4303	10	1636194	1	331	612	7.21e-174	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	578	DS985175.1	331	612	2.49e-173	100	CP014566.1471255.1472796	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium bovis BCG str. Tokyo 172	82669	20	46	0
GB_GCA_000155165.1	0	97.8	0.6	693	g__Mycobacterium (UID1816)	300	100	3946152	86.3666347856	215	2902180	65.3182502997	4569070	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	18	4	252625	920314	384760	3	1813	DS985184.1	none	0	none	none	1813	3349	0	100	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	20665	207685	f	f	t	83475	384760	Scaffold	ASM15516v1	n/a	PRJNA29167	SAMN02595225	215	83475	none	2008-6-6	GCA_000155165.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis 02_1987	4081	na	0	22	4	384760	196526	114258	2008/06/06	193	1773	0	02_1987	Broad Institute	515616	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis 02_1987	125932	4569070	11	45	none	4443138	0	ABLM00000000.1	4359	22	384760	1	277	512	6.69e-144	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	517	DS985184.1	277	512	2.31e-143	100	CP014566.1471255.1472796	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium bovis BCG str. Tokyo 172	125932	20	45	0
GB_GCA_000155185.1	0	88.36	0.61	693	g__Mycobacterium (UID1816)	300	100	3650418	83.3907216629	563	2774653	65.1272263974	4377487	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	79	6	56260	703166	153459	2	1332	DS985126.1	none	0	none	none	1333	2455	0	99.925	JLBJ01000001.1132427.1135562	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis OFXR-32	7567	141209	f	f	t	16714	203032	Scaffold	ASM15518v1	n/a	PRJNA29169	SAMN02595226	563	16714	none	2008-6-6	GCA_000155185.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis T92	4198	na	0	31	6	203032	131087	72691	2008/06/06	532	1773	0	T92	Broad Institute	515617	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis T92	117129	4377487	11	42	none	4260358	0	ABLN00000000.1	4540	31	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	117129	20	42	0
